The amount of steps is wrong: 12001 is not 0
  In (0,29), the ground is expected to be white, but it is black.
  In (1,36), the ground is expected to be white, but it is black.
  In (2,18), the ground is expected to be white, but it is black.
  In (2,19), the ground is expected to be white, but it is blue.
  In (2,20), the ground is expected to be white, but it is cyan.
  In (2,21), the ground is expected to be white, but it is green.
  In (2,22), the ground is expected to be white, but it is green.
  In (2,23), the ground is expected to be white, but it is blue.
  In (2,24), the ground is expected to be white, but it is blue.
  In (2,25), the ground is expected to be white, but it is blue.
  In (2,26), the ground is expected to be white, but it is green.
  In (2,27), the ground is expected to be white, but it is grey.
  In (2,28), the ground is expected to be white, but it is grey.
  In (2,29), the ground is expected to be white, but it is grey.
  In (2,30), the ground is expected to be white, but it is grey.
  In (2,31), the ground is expected to be white, but it is magenta.
  In (2,32), the ground is expected to be white, but it is magenta.
  In (2,33), the ground is expected to be white, but it is red.
  In (2,34), the ground is expected to be white, but it is blue.
  In (3,18), the ground is expected to be white, but it is black.
  In (3,19), the ground is expected to be white, but it is cyan.
  In (3,20), the ground is expected to be white, but it is blue.
  In (3,21), the ground is expected to be white, but it is blue.
  In (3,22), the ground is expected to be white, but it is blue.
  In (3,23), the ground is expected to be white, but it is blue.
  In (3,24), the ground is expected to be white, but it is blue.
  In (3,25), the ground is expected to be white, but it is blue.
  In (3,26), the ground is expected to be white, but it is green.
  In (3,27), the ground is expected to be white, but it is green.
  In (3,28), the ground is expected to be white, but it is green.
  In (3,29), the ground is expected to be white, but it is green.
  In (3,30), the ground is expected to be white, but it is green.
  In (3,31), the ground is expected to be white, but it is green.
  In (3,32), the ground is expected to be white, but it is orange.
  In (3,33), the ground is expected to be white, but it is green.
  In (3,34), the ground is expected to be white, but it is black.
  In (4,18), the ground is expected to be white, but it is black.
  In (4,19), the ground is expected to be white, but it is black.
  In (4,20), the ground is expected to be white, but it is black.
  In (4,21), the ground is expected to be white, but it is black.
  In (4,22), the ground is expected to be white, but it is black.
  In (4,23), the ground is expected to be white, but it is black.
  In (4,24), the ground is expected to be white, but it is black.
  In (4,25), the ground is expected to be white, but it is black.
  In (4,26), the ground is expected to be white, but it is black.
  In (4,27), the ground is expected to be white, but it is black.
  In (4,28), the ground is expected to be white, but it is black.
  In (4,29), the ground is expected to be white, but it is black.
  In (4,30), the ground is expected to be white, but it is black.
  In (4,31), the ground is expected to be white, but it is black.
  In (6,35), the ground is expected to be black, but it is white.
  In (6,36), the ground is expected to be black, but it is white.
  In (6,39), the ground is expected to be black, but it is white.
  In (6,40), the ground is expected to be black, but it is white.
  In (7,34), the ground is expected to be black, but it is white.
  In (7,35), the ground is expected to be cyan, but it is white.
  In (7,36), the ground is expected to be orange, but it is white.
  In (7,37), the ground is expected to be red, but it is white.
  In (7,38), the ground is expected to be red, but it is white.
  In (7,39), the ground is expected to be green, but it is white.
  In (7,40), the ground is expected to be black, but it is white.
  In (8,31), the ground is expected to be black, but it is white.
  In (8,32), the ground is expected to be black, but it is white.
  In (8,33), the ground is expected to be black, but it is white.
  In (8,34), the ground is expected to be blue, but it is white.
  In (8,35), the ground is expected to be orange, but it is white.
  In (8,36), the ground is expected to be light grey, but it is white.
  In (8,37), the ground is expected to be orange, but it is white.
  In (8,38), the ground is expected to be blue, but it is white.
  In (8,39), the ground is expected to be orange, but it is white.
  In (8,40), the ground is expected to be black, but it is white.
  In (9,30), the ground is expected to be black, but it is white.
  In (9,31), the ground is expected to be blue, but it is white.
  In (9,32), the ground is expected to be green, but it is white.
  In (9,33), the ground is expected to be magenta, but it is white.
  In (9,34), the ground is expected to be blue, but it is white.
  In (9,35), the ground is expected to be green, but it is white.
  In (9,36), the ground is expected to be magenta, but it is white.
  In (9,38), the ground is expected to be cyan, but it is white.
  In (9,39), the ground is expected to be orange, but it is white.
  In (9,40), the ground is expected to be black, but it is white.
  In (10,29), the ground is expected to be black, but it is white.
  In (10,30), the ground is expected to be cyan, but it is white.
  In (10,31), the ground is expected to be red, but it is white.
  In (10,32), the ground is expected to be red, but it is white.
  In (10,33), the ground is expected to be light grey, but it is white.
  In (10,34), the ground is expected to be orange, but it is white.
  In (10,35), the ground is expected to be light grey, but it is white.
  In (10,36), the ground is expected to be cyan, but it is white.
  In (10,37), the ground is expected to be light grey, but it is white.
  In (10,38), the ground is expected to be cyan, but it is white.
  In (10,39), the ground is expected to be orange, but it is white.
  In (10,40), the ground is expected to be black, but it is white.
  In (11,29), the ground is expected to be black, but it is white.
  In (11,30), the ground is expected to be red, but it is white.
  In (11,31), the ground is expected to be dark grey, but it is white.
  In (11,32), the ground is expected to be pink, but it is white.
  In (11,33), the ground is expected to be cyan, but it is white.
  In (11,34), the ground is expected to be red, but it is white.
  In (11,35), the ground is expected to be black, but it is white.
  In (11,36), the ground is expected to be pink, but it is white.
  In (11,37), the ground is expected to be blue, but it is white.
  In (11,38), the ground is expected to be black, but it is white.
  In (11,39), the ground is expected to be red, but it is white.
  In (11,40), the ground is expected to be blue, but it is white.
  In (11,41), the ground is expected to be black, but it is white.
  In (12,25), the ground is expected to be black, but it is white.
  In (12,26), the ground is expected to be black, but it is white.
  In (12,27), the ground is expected to be black, but it is white.
