The amount of steps is wrong: 83420 is not 0
  In (3,49), the ground is expected to be yellow, but it is white.
  In (37,65), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (37,66), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (37,67), the ground is expected to be white, but it is magenta.
  In (37,68), the ground is expected to be white, but it is yellow.
  In (37,69), the ground is expected to be white, but it is grey.
  In (37,70), the ground is expected to be white, but it is blue.
  In (37,71), the ground is expected to be white, but it is cyan.
  In (37,72), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (37,74), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (37,75), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (37,76), the ground is expected to be white, but it is grey.
  In (37,77), the ground is expected to be white, but it is pink.
  In (37,78), the ground is expected to be white, but it is light grey.
  In (37,79), the ground is expected to be white, but it is magenta.
  In (37,80), the ground is expected to be white, but it is blue.
  In (37,81), the ground is expected to be white, but it is black.
  In (37,82), the ground is expected to be white, but it is grey.
  In (37,83), the ground is expected to be white, but it is cyan.
  In (38,6), the ground is expected to be yellow, but it is white.
  In (38,7), the ground is expected to be yellow, but it is white.
  In (38,10), the ground is expected to be yellow, but it is white.
  In (38,12), the ground is expected to be yellow, but it is white.
  In (38,24), the ground is expected to be white, but it is green.
  In (38,25), the ground is expected to be white, but it is black.
  In (38,26), the ground is expected to be yellow, but it is black.
  In (38,27), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (38,28), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (38,29), the ground is expected to be yellow, but it is pink.
  In (38,30), the ground is expected to be yellow, but it is pink.
  In (38,31), the ground is expected to be yellow, but it is pink.
  In (38,32), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (38,33), the ground is expected to be yellow, but it is grey.
  In (38,34), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (38,35), the ground is expected to be yellow, but it is blue.
  In (38,36), the ground is expected to be yellow, but it is blue.
  In (38,37), the ground is expected to be yellow, but it is grey.
  In (38,38), the ground is expected to be yellow, but it is white.
  In (38,39), the ground is expected to be yellow, but it is green.
  In (38,40), the ground is expected to be white, but it is grey.
  In (38,41), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (38,42), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (38,43), the ground is expected to be yellow, but it is green.
  In (38,44), the ground is expected to be white, but it is pink.
  In (38,45), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (38,46), the ground is expected to be white, but it is pink.
  In (38,47), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (38,48), the ground is expected to be yellow, but it is grey.
  In (38,50), the ground is expected to be white, but it is green.
  In (38,51), the ground is expected to be white, but it is orange.
  In (38,52), the ground is expected to be yellow, but it is black.
  In (38,53), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (38,54), the ground is expected to be white, but it is orange.
  In (38,55), the ground is expected to be white, but it is dark grey.
  In (38,56), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (38,57), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (38,58), the ground is expected to be white, but it is yellow.
  In (38,59), the ground is expected to be white, but it is pink.
  In (38,60), the ground is expected to be white, but it is green.
  In (38,61), the ground is expected to be white, but it is light grey.
  In (38,62), the ground is expected to be white, but it is magenta.
  In (38,63), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (38,64), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (38,65), the ground is expected to be white, but it is red.
  In (38,66), the ground is expected to be white, but it is light grey.
  In (38,67), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (38,68), the ground is expected to be white, but it is green.
  In (38,69), the ground is expected to be white, but it is dark grey.
  In (38,70), the ground is expected to be white, but it is cyan.
  In (38,71), the ground is expected to be white, but it is pink.
  In (38,72), the ground is expected to be white, but it is orange.
  In (38,73), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (38,74), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (38,75), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (38,76), the ground is expected to be white, but it is magenta.
  In (38,77), the ground is expected to be white, but it is dark grey.
  In (38,78), the ground is expected to be white, but it is light grey.
  In (38,79), the ground is expected to be white, but it is orange.
  In (38,80), the ground is expected to be white, but it is red.
  In (38,81), the ground is expected to be white, but it is black.
  In (38,82), the ground is expected to be white, but it is grey.
  In (38,83), the ground is expected to be white, but it is cyan.
  In (39,6), the ground is expected to be yellow, but it is white.
  In (39,7), the ground is expected to be yellow, but it is white.
  In (39,10), the ground is expected to be yellow, but it is white.
  In (39,12), the ground is expected to be yellow, but it is white.
  In (39,20), the ground is expected to be white, but it is yellow.
  In (39,21), the ground is expected to be white, but it is yellow.
  In (39,22), the ground is expected to be white, but it is yellow.
  In (39,23), the ground is expected to be white, but it is yellow.
  In (39,24), the ground is expected to be white, but it is cyan.
  In (39,25), the ground is expected to be white, but it is orange.
  In (39,26), the ground is expected to be white, but it is blue.
  In (39,27), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (39,28), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (39,29), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (39,30), the ground is expected to be yellow, but it is magenta.
  In (39,31), the ground is expected to be white, but it is magenta.
  In (39,32), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (39,33), the ground is expected to be yellow, but it is black.
  In (39,34), the ground is expected to be yellow, but it is dark grey.
  In (39,35), the ground is expected to be white, but it is pink.
  In (39,36), the ground is expected to be yellow, but it is pink.
  In (39,37), the ground is expected to be white, but it is blue.
  In (39,38), the ground is expected to be white, but it is blue.
  In (39,39), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (39,40), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (39,41), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (39,42), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (39,43), the ground is expected to be yellow, but it is white.
  In (39,44), the ground is expected to be white, but it is blue.
  In (39,45), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (39,46), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (39,47), the ground is expected to be yellow, but it is magenta.
  In (39,48), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (39,49), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (39,50), the ground is expected to be white, but it is cyan.
  In (39,51), the ground is expected to be yellow, but it is red.
  In (39,52), the ground is expected to be yellow, but it is green.
  In (39,53), the ground is expected to be white, but it is magenta.
  In (39,54), the ground is expected to be white, but it is green.
  In (39,55), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (39,56), the ground is expected to be white, but it is red.
  In (39,57), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (39,58), the ground is expected to be white, but it is blue.
  In (39,59), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (39,60), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (39,61), the ground is expected to be white, but it is cyan.
  In (39,62), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (39,63), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (39,64), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (39,65), the ground is expected to be white, but it is blue.
  In (39,66), the ground is expected to be white, but it is grey.
  In (39,67), the ground is expected to be white, but it is blue.
  In (39,68), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (39,69), the ground is expected to be white, but it is light grey.
  In (39,70), the ground is expected to be white, but it is dark grey.
  In (39,71), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (39,72), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (39,73), the ground is expected to be white, but it is cyan.
  In (39,74), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
